x,y
22.490000128746033,109.69999885559082
35.53277254104614,102.62828826904297
44.99630546569824,91.66451072692871
47.867095947265625,77.18241310119629
61.42207336425781,71.37883377075195
70.23004722595215,60.53010368347168
72.51036262512207,45.607614517211914
78.52142333984375,33.15559434890747
92.83489227294922,30.962816953659058
106.9651870727539,30.579731702804565
117.70159912109375,23.026548504829407
122.06550598144531,26.681753873825073
136.26310348510742,24.052229523658752
148.51566314697266,23.713078141212463
158.5815887451172,34.933385372161865
167.4427490234375,47.154592514038086
176.7752342224121,59.0087833404541
187.6550407409668,69.44267082214355
200.9224739074707,76.43124580383301
215.70328521728516,75.34418296813965
229.9212417602539,70.47625541687012
244.71749114990234,72.61429786682129
257.8899383544922,65.57563209533691
272.67730712890625,62.93837261199951
287.64908599853516,64.52348518371582
302.0322265625,69.05841827392578
315.72755432128906,75.39279174804688
328.78917694091797,82.9538402557373
341.2161102294922,91.51782608032227
352.8360061645508,101.15182304382324
364.09490966796875,111.2081184387207
375.29652404785156,121.32862091064453
386.8081817626953,131.091552734375
399.39723205566406,139.36626052856445
414.1510467529297,140.61992645263672
428.19166564941406,145.1954574584961
432.7860565185547,158.97768020629883
443.8295593261719,169.26836776733398
456.60711669921875,170.84463119506836
470.7825012207031,170.74168014526367
474.2488708496094,184.0610694885254
470.0044403076172,197.5226287841797
480.9687957763672,207.84999465942383
495.190185546875,212.18816375732422
510.2693786621094,211.9622573852539
525.2458953857422,210.08200454711914
540.1905059814453,207.94657135009766
555.1101684570312,205.64575958251953
569.8801422119141,202.56290435791016
584.3562774658203,198.29025268554688
597.6592102050781,191.33044815063477
607.6634979248047,180.08526611328125
620.1173706054688,171.9925994873047
634.4847869873047,167.63656616210938
639.4348602294922,154.0390281677246
652.8991546630859,147.8075942993164
667.5674133300781,150.06612014770508
677.0155639648438,161.32870864868164
673.3741455078125,175.24953079223633
664.0417633056641,185.70069885253906
666.2875061035156,200.05829620361328
662.4677429199219,214.66175842285156
657.4600372314453,228.73050689697266
648.1284332275391,240.58484649658203
636.3515472412109,249.26848602294922
624.2707061767578,254.8543930053711
618.7917785644531,268.9171447753906
610.8995666503906,281.7763671875
599.1974334716797,290.3212356567383
596.1556396484375,277.7813491821289
593.0778198242188,270.7123107910156
578.9533843994141,275.35691833496094
571.8971405029297,288.63121795654297
564.9449462890625,302.01304626464844
558.5722808837891,315.69759368896484
563.6061248779297,325.81014251708984
578.5766906738281,327.7178726196289
593.5416259765625,329.6929626464844
608.2888031005859,332.8866653442383
623.0576324462891,336.0077896118164
637.9310150146484,338.5869674682617
652.9049682617188,340.49959564208984
667.7894744873047,342.98035430908203
682.3267211914062,347.0227279663086
696.4379272460938,352.3786087036133
710.2999267578125,358.3566131591797
724.0833282470703,364.5144500732422
737.7397918701172,370.947265625
751.2784271240234,377.6258087158203
765.5168914794922,382.48197174072266
780.4837493896484,384.2267608642578
794.1643371582031,390.4003677368164
804.6644287109375,401.1248092651367
811.0784301757812,414.7391815185547
813.4851684570312,429.60418701171875
813.2961120605469,444.6874084472656
811.3694763183594,459.6546325683594
808.3692016601562,474.4480895996094
804.9721374511719,489.1572723388672
802.0096740722656,503.9580078125
800.0043029785156,518.9178161621094
798.7447204589844,533.9607086181641
797.7563171386719,549.0247955322266
797.2265930175781,564.1109008789062
797.270263671875,579.2062530517578
797.8236083984375,594.2917633056641
798.7249450683594,609.3611145019531
799.6044006347656,624.4314270019531
799.29248046875,639.5077362060547
792.76806640625,652.5973510742188
778.1865539550781,654.6068878173828
763.2284393310547,653.5526123046875
755.0669250488281,664.8310394287109
755.4871520996094,679.9182434082031
755.4453125,695.0122222900391
754.3408660888672,710.0639953613281
753.4123382568359,725.1014404296875
757.9955139160156,739.4000091552734
766.4418029785156,751.8804321289062
776.0931091308594,763.4883117675781
786.1420288085938,774.7471008300781
798.3336486816406,783.5270538330078
811.8478393554688,790.1978149414062
822.9424743652344,800.3166809082031
826.3874206542969,814.7103271484375
817.3183898925781,825.1620788574219
802.3014526367188,826.5401306152344
787.2125549316406,826.870361328125
772.1604614257812,825.8017578125
757.3586273193359,822.8832397460938
742.9375610351562,818.4354248046875
728.823974609375,813.1200561523438
721.8977355957031,800.5547180175781
723.0828399658203,785.5264282226562
712.8935241699219,782.5285339355469
698.1852111816406,780.2240600585938
684.0819702148438,774.8419036865234
670.2577362060547,768.7790069580078
656.8771667480469,761.8166961669922
645.7981872558594,751.7449798583984
645.1260986328125,736.9906158447266
650.8595886230469,723.0650329589844
658.8604278564453,710.2736053466797
667.8618011474609,698.1555023193359
676.9131622314453,686.0736541748047
685.7438812255859,673.8297119140625
691.8049926757812,660.3522338867188
679.18408203125,654.6550903320312
670.0706481933594,645.0397186279297
675.0717163085938,630.8612670898438
681.4962463378906,617.2002258300781
687.3758087158203,603.2984008789062
691.9862213134766,588.9389495849609
695.5751342773438,574.2755432128906
699.2599945068359,559.6355285644531
703.0041351318359,545.0108489990234
706.7815551757812,530.3945465087891
710.5347137451172,515.7722930908203
714.0842590332031,501.0994567871094
716.8605499267578,486.2664031982422
715.1103820800781,471.6277618408203
700.8624877929688,468.1531982421875
685.7797241210938,467.59303283691406
670.6953582763672,468.11273193359375
655.6417999267578,468.5317687988281
640.8440399169922,465.5577697753906
626.0082397460938,462.76856994628906
611.0940704345703,460.4368591308594
