x,y
106.8,106.8
101.09482269287109,112.72954559326172
95.69039993286133,118.93444061279297
90.60282287597656,125.40165405273437
85.8460090637207,132.115869140625
81.43296813964844,139.06087188720704
77.37530517578125,146.2193161010742
73.68318328857421,153.57296905517578
70.36547317504883,161.10296783447265
67.4299934387207,168.7900436401367
64.88270950317383,176.61434020996091
62.728929901123045,184.55599060058591
60.973097991943355,192.59497833251953
59.61803092956543,200.71119079589843
58.666727447509764,208.88453674316406
58.12021560668945,217.09490356445312
57.98003883361816,225.32223205566405
58.24583129882812,233.5464630126953
58.91771049499511,241.74749450683592
59.99397811889648,249.9053527832031
61.47333641052246,257.9998077392578
63.352490234375,266.0108642578125
65.628515625,273.91835632324216
68.29646453857421,281.70233154296875
71.35077743530273,289.34296569824215
74.78516845703125,296.82049865722655
78.59131698608398,304.1157684326172
82.7600212097168,311.21014709472655
87.2806427001953,318.08556213378904
92.1411865234375,324.72511596679686
97.32835464477539,331.1127014160156
102.8274658203125,337.2338134765625
108.6021240234375,343.0962493896484
114.59958038330078,348.73017272949215
120.85196380615234,354.07969970703124
127.35213928222656,359.1251983642578
134.09087829589845,363.8472930908203
141.05673065185545,368.2273345947265
148.2362060546875,372.2476348876953
155.6133041381836,375.8925140380859
163.1704864501953,379.1476806640625
170.88834533691406,382.00100097656247
178.74620208740234,384.44237060546874
186.72227783203124,386.4644836425781
194.7940673828125,388.0621704101562
202.93883056640624,389.2328247070312
211.1336669921875,389.9755920410156
219.35597534179686,390.2926513671875
227.58379516601562,390.18776245117186
235.79572143554685,389.6660949707031
243.97137451171875,388.7348266601562
252.0913360595703,387.40245971679684
260.13723449707027,385.6784362792969
268.09197998046875,383.5730529785156
275.9393798828125,381.0974609375
283.66456604003906,378.26345214843747
291.2536315917969,375.0826477050781
298.69403686523435,371.56801452636716
305.97377624511716,367.7317291259765
313.08229675292966,363.5868225097656
320.00983581542965,359.145962524414
326.7475280761719,354.42190246582027
333.2873840332031,349.4274597167969
339.3838012695312,349.8838012695312
345.20287170410154,355.70287170410154
351.0218994140625,361.5218994140625
356.8409484863281,367.3409484863281
362.65997619628905,373.15997619628905
368.47904663085933,378.97904663085933
374.2980743408203,384.798095703125
377.0327270507812,391.54418334960934
380.3969055175781,398.60480957031245
386.20441894531245,404.4353515625
392.0119323730469,410.26593627929685
397.81940307617185,416.09647827148433
403.6269592285156,421.92706298828125
409.43447265624997,427.7576049804687
415.241943359375,433.5881469726562
421.04945678710936,439.41868896484374
426.8569702148437,445.2492736816406
432.6644836425781,451.0798156738281
438.47199707031245,456.9103576660156
444.2795104980469,462.7409423828125
450.08702392578124,468.57148437499995
455.8944946289062,474.4020263671875
461.7020080566406,480.23256835937497
467.509521484375,486.06315307617183
473.31703491210936,491.89369506835936
479.1245483398437,497.72423706054684
484.9320617675781,503.5547790527343
490.73953247070307,509.38532104492185
496.5470886230468,515.2159484863281
502.35460205078124,521.0464904785156
508.1621154785156,526.8770324707032
513.9696289062499,532.7075744628906
519.777099609375,538.5381164550781
525.5846130371094,544.3686584472656
531.3921264648437,550.1992004394531
