x,y
498.1999816894531,85.39999771118164
488.0222930908203,81.72847557067871
477.4488220214844,79.43185806274414
466.66871643066406,78.4919261932373
455.8517608642578,78.8237419128418
445.1316680908203,80.31319046020508
434.60406494140625,82.82921409606934
424.33299255371094,86.24727821350098
414.3561706542969,90.44880485534668
408.67848205566406,82.1218318939209
401.54329681396484,74.00325012207031
392.91131591796875,67.50513172149658
383.10594940185547,62.933053970336914
372.7520446777344,59.79897499084473
362.05076599121094,58.21584510803223
351.2320022583008,58.183701515197754
340.5052261352539,59.6037073135376
330.02445220947266,62.29964065551758
319.88475799560547,66.0856466293335
310.1298828125,70.77754402160645
300.7208709716797,76.13007164001465
293.88531494140625,77.69534301757812
292.1221237182617,67.01357364654541
297.6095657348633,58.462639808654785
301.2017517089844,48.337937355041504
300.4381103515625,37.61652708053589
295.06632232666016,28.32036542892456
286.2954559326172,22.106230914592743
275.75753021240234,20.005701255286112
265.3001022338867,22.476648449897766
256.73653411865234,28.977596759796143
251.50804901123047,38.36779737472534
250.6161880493164,49.075772285461426
254.2633285522461,59.18102550506592
259.6539077758789,67.75051021575928
257.89746856689453,78.4333324432373
250.88189697265625,76.78497123718262
241.54722595214844,71.30531692504883
231.80006408691406,66.59699726104736
221.674560546875,62.772873878479004
211.20738220214844,60.02451229095459
200.48763275146484,58.55297374725342
189.669189453125,58.55839538574219
178.97164154052734,60.161274909973145
168.6427993774414,63.374152183532715
158.90098190307617,68.07848358154297
150.11066055297852,74.36650848388672
142.97962951660156,82.47854995727539
137.5760040283203,91.11019897460938
127.60325622558594,86.89883041381836
117.33582305908203,83.46994018554688
106.81151580810547,80.94026374816895
96.09337997436523,79.43586349487305
85.27693367004395,79.08795166015625
74.49540901184082,80.01094055175781
63.91766929626465,82.28805732727051
53.73386096954346,85.9424819946289
44.32875728607178,91.2738094329834
36.14295291900635,98.3325309753418
29.53511357307434,106.88689231872559
24.70155692100525,116.55815124511719
21.660423636436462,126.93659210205078
20.2857526242733,137.6665382385254
20.399564564228058,148.48604583740234
21.880199193954468,159.20358657836914
24.43963599205017,169.72211456298828
27.736082315444946,180.03391647338867
31.644145965576172,190.13039779663086
36.066330432891846,200.01300048828125
40.913880348205566,209.69449615478516
46.10234260559082,219.1978302001953
51.54331016540527,228.55909729003906
57.14604568481445,237.824462890625
63.0592622756958,246.89466094970703
69.20770072937012,255.80750274658203
75.51659965515137,264.60750579833984
77.15311622619629,272.2234344482422
71.52261161804199,280.5883331298828
78.13317680358887,288.1547088623047
88.43864440917969,285.4245376586914
96.15438270568848,289.6155014038086
101.12334442138672,299.22242736816406
104.82390594482422,309.3934555053711
104.18591499328613,317.7627944946289
95.4357738494873,323.2739944458008
97.80706977844238,332.99298095703125
108.08877372741699,333.46752166748047
118.47105407714844,330.3955383300781
128.95806503295898,327.70191955566406
139.52592849731445,325.34496307373047
150.15678024291992,323.29017639160156
160.83686447143555,321.5090866088867
171.55585861206055,319.9779357910156
182.30520248413086,318.6771545410156
193.07847595214844,317.5904235839844
203.87000274658203,316.7041244506836
214.6759490966797,316.0166778564453
225.49164581298828,315.5051727294922
236.31436920166016,315.17354583740234
247.1412124633789,315.02596282958984
257.968994140625,315.06995391845703
268.79297637939453,315.34964752197266
279.60015869140625,315.70233154296875
290.42505645751953,315.4520492553711
301.2528839111328,315.3995895385742
312.08013916015625,315.5149459838867
322.90428161621094,315.7995834350586
333.7227020263672,316.25414276123047
344.5324249267578,316.87892150878906
355.3312072753906,317.67254638671875
366.1136245727539,318.6628952026367
376.87567138671875,319.8543395996094
387.61153411865234,321.2626037597656
398.3137969970703,322.9062957763672
408.9731903076172,324.80775451660156
419.5777893066406,326.9938049316406
