x,y
499.8000183105469,271.7999954223633
489.7184600830078,264.7844924926758
477.49415588378906,262.80457305908203
468.5232238769531,259.88905334472656
467.49481201171875,247.49178314208984
469.7725067138672,235.30101013183594
472.068603515625,223.07256317138672
474.0434875488281,210.78822326660156
475.6574249267578,198.45144653320312
476.84339904785156,186.06644439697266
477.49937438964844,173.64252090454102
477.5003356933594,161.20214080810547
476.64056396484375,148.79291152954102
474.5998077392578,136.5256805419922
470.87841796875,124.66861724853516
464.74122619628906,113.88705825805664
455.5670471191406,105.58720779418945
444.23387145996094,100.8724479675293
436.5238494873047,91.11268043518066
428.0825958251953,81.97503089904785
419.0569152832031,73.41398048400879
409.49560546875,65.45574188232422
399.4309387207031,58.14452362060547
388.887451171875,51.542701721191406
377.89881134033203,45.712403297424316
366.50745391845703,40.71510314941406
354.76588439941406,36.607887268066406
342.73548889160156,33.4458646774292
330.49122619628906,31.254444122314453
318.1109848022461,30.048648834228516
305.6740493774414,29.81831645965576
293.2558364868164,30.542996406555176
280.9130859375,32.102877616882324
268.6383590698242,34.135013580322266
256.4460983276367,36.614006996154785
244.3611831665039,39.57152080535889
232.4146499633789,43.045294761657715
220.64474487304688,47.07667064666748
209.0979995727539,51.707942962646484
197.83497619628906,56.99114799499512
186.92621612548828,62.970577239990234
176.46066284179688,69.69475936889648
166.54819107055664,77.20931625366211
157.3154067993164,85.5435905456543
148.9116554260254,94.71212768554688
141.49665069580078,104.6960220336914
135.23242950439453,115.43844223022461
130.2608413696289,126.83633422851562
126.69063949584961,138.7474479675293
124.56512832641602,150.99929809570312
123.76710891723633,163.4128532409668
123.50190353393555,175.85184860229492
123.60714340209961,188.29346466064453
124.0184326171875,200.72884368896484
124.69466400146484,213.1527099609375
125.60650634765625,225.56153869628906
126.72557830810547,237.95338439941406
128.03122329711914,250.32698822021484
129.51040649414062,262.68111419677734
117.92572402954102,263.0716552734375
106.12402725219727,266.7144241333008
97.64563751220703,275.6037368774414
94.92020416259766,287.6087951660156
96.71238327026367,299.9037094116211
99.33121490478516,312.0666732788086
102.43278121948242,324.1153564453125
106.06557083129883,336.01448822021484
110.3250732421875,347.7029800415039
115.36992645263672,359.0731201171875
121.45854949951172,369.91600799560547
129.04900360107422,379.7522964477539
138.82846069335938,387.3479919433594
150.1150360107422,390.83056640625
151.4835090637207,403.19618225097656
152.5059928894043,415.59613037109375
153.8275909423828,427.96820068359375
155.32860946655273,440.3194885253906
157.25128555297852,452.61131286621094
159.88415908813477,464.76910400390625
163.6223258972168,476.6297607421875
168.9423065185547,487.86181640625
176.2913703918457,497.87054443359375
185.19705963134766,506.5579376220703
194.10179901123047,515.2480316162109
202.9566879272461,523.9890747070312
211.7702178955078,532.7718200683594
220.58379364013672,541.5545654296875
229.5098876953125,550.2222290039062
238.8112564086914,558.4827117919922
248.9669952392578,565.6452484130859
260.53587341308594,570.0611114501953
272.94483947753906,570.5999908447266
285.3874053955078,570.5999908447266
297.8298797607422,570.5999908447266
310.27244567871094,570.5999908447266
322.71240234375,570.507568359375
334.6915512084961,567.3552703857422
345.6302719116211,561.454833984375
355.8112335205078,554.3085021972656
365.57100677490234,546.5920715332031
375.0766067504883,538.5641784667969
384.4137268066406,530.3403625488281
393.64247131347656,521.9951477050781
402.8096008300781,513.5821380615234
411.9320526123047,505.1206970214844
420.8167419433594,496.42039489746094
427.9626159667969,486.2599639892578
433.2754211425781,475.02159118652344
437.16485595703125,463.20863342285156
440.032470703125,451.103759765625
442.21559143066406,438.85560607910156
443.96649169921875,426.53736877441406
445.4905242919922,414.1885986328125
446.9057922363281,401.8277893066406
449.3390808105469,390.59275817871094
461.0891418457031,386.9660339355469
470.4122314453125,378.80211639404297
477.648193359375,368.6978988647461
483.50885009765625,357.72853088378906
488.3848114013672,346.28446197509766
492.5019836425781,334.5449752807617
495.9976043701172,322.60485076904297
498.95448303222656,310.5198440551758
501.4321746826172,298.32728576660156
503.75367736816406,286.119140625
501.40846252441406,274.0975799560547
492.01185607910156,300.4666442871094
489.2632141113281,312.60070037841797
485.9867248535156,324.602783203125
482.12420654296875,336.42901611328125
477.56272888183594,348.00233459472656
472.0997772216797,359.1761169433594
465.2958526611328,369.5765075683594
456.06239318847656,377.77899169921875
444.293701171875,377.0666198730469
439.71185302734375,382.4944839477539
438.0259094238281,394.8219451904297
436.5277404785156,407.1739196777344
435.05735778808594,419.529052734375
433.4526672363281,431.8675231933594
431.5213165283203,444.15838623046875
428.9937744140625,456.33934020996094
425.5220489501953,468.281982421875
420.5969696044922,479.69444274902344
413.5767517089844,489.932373046875
404.6202392578125,498.5624084472656
395.49961853027344,507.025634765625
386.3231506347656,515.4285736083984
377.0585632324219,523.7340087890625
367.67012786865234,531.8990020751953
358.0905075073242,539.8380889892578
348.21073150634766,547.3991088867188
337.8050537109375,554.2108612060547
326.42724609375,559.1512298583984
314.04071044921875,559.8000183105469
301.59814453125,559.8000183105469
289.15557861328125,559.8000183105469
276.7130126953125,559.8000183105469
264.28333282470703,559.5499420166016
252.84931182861328,554.8823089599609
243.01840209960938,547.2756500244141
233.92984771728516,538.7799224853516
225.10450744628906,530.0092163085938
216.33258819580078,521.184814453125
207.5324249267578,512.388427734375
198.67266082763672,503.6525573730469
189.72259140014648,495.0091552734375
181.39988708496094,485.79881286621094
175.50775909423828,474.8665008544922
171.54914474487305,463.0807342529297
168.85636138916016,450.93663024902344
166.93552780151367,438.6445770263672
165.4490203857422,426.2914123535156
164.14512634277344,413.9176483154297
162.82344818115234,401.5455780029297
161.3104248046875,389.19580078125
159.44063186645508,376.89530181884766
150.63048934936523,379.1488037109375
139.4275360107422,374.6342468261719
131.47872161865234,365.1074752807617
125.3488540649414,354.2893753051758
120.32058334350586,342.9121398925781
116.08545684814453,331.2147445678711
112.49210357666016,319.3037109375
109.45666122436523,307.2381820678711
106.929931640625,295.05599212646484
106.29525375366211,282.7563171386719
115.27627944946289,275.0413284301758
127.65026092529297,274.3260498046875
132.19823455810547,283.94693756103516
134.1368637084961,296.2374572753906
135.98906707763672,308.54138946533203
137.84123611450195,320.8451385498047
139.69343948364258,333.1490707397461
141.545654296875,345.4530029296875
150.24654006958008,349.8000183105469
151.55066299438477,339.5468215942383
150.86632919311523,327.12355041503906
150.52381896972656,314.6862487792969
150.55282974243164,302.2445297241211
151.03208541870117,289.8122863769531
152.07671356201172,277.4150161743164
153.88153839111328,265.10717010498047
156.78656387329102,253.01575469970703
161.4909210205078,241.52062225341797
163.52441024780273,229.99314880371094
162.29506301879883,217.6121063232422
161.48416900634766,205.1968231201172
161.20737075805664,192.75908660888672
161.75521087646484,180.33281707763672
163.95902252197266,168.10980606079102
175.18961334228516,169.2316131591797
187.38034057617188,171.72040557861328
199.61194610595703,173.9996452331543
211.87895965576172,176.08090209960938
224.18060302734375,177.94715881347656
236.5139923095703,179.5895233154297
248.87679290771484,180.99260330200195
261.2670364379883,182.12888717651367
273.68094635009766,182.9670066833496
286.112548828125,183.4687385559082
298.5537414550781,183.58654403686523
310.99056243896484,183.23969650268555
323.39925384521484,182.34025955200195
335.7385940551758,180.75898361206055
347.93568420410156,178.31776428222656
359.8538131713867,174.76556396484375
371.2286911010742,169.7519989013672
381.18145751953125,171.21177291870117
391.6314697265625,177.92865371704102
403.25262451171875,182.2928466796875
415.5912780761719,183.52682876586914
425.39735412597656,188.60678100585938
430.52540588378906,199.89090728759766
432.5093536376953,212.14505767822266
431.9638366699219,224.55864715576172
429.6730499267578,236.75118255615234
431.9195251464844,248.98846435546875
433.78468322753906,261.2899475097656
435.3016662597656,273.6387634277344
436.4513397216797,286.02747344970703
437.19483947753906,298.44701385498047
437.4500427246094,310.88584899902344
437.1241149902344,323.3224411010742
436.07066345214844,335.71783447265625
434.06263732910156,347.99292755126953
445.0071716308594,349.2000045776367
449.95399475097656,340.62760162353516
451.6139831542969,328.2964553833008
453.27392578125,315.9652862548828
454.9339599609375,303.63377380371094
456.5939025878906,291.30262756347656
459.239501953125,279.16868591308594
468.6058044433594,273.8224868774414
480.97544860839844,273.4141845703125
491.7060241699219,279.0495071411133
217.20000457763672,319.7999954223633
